timestamp,alt_max,landed,freefall,ground_contact,maybe_landed
284569399,inf,0,0,0,0
285578408,inf,0,0,0,0
286587427,inf,0,0,0,0
287596399,inf,0,0,0,0
288606445,inf,0,0,0,0
289615984,inf,0,0,0,0
290618399,inf,0,0,0,0
291623399,inf,0,0,0,0
292628411,inf,0,0,0,0
293633514,inf,0,0,0,0
294642400,inf,0,0,0,0
295379397,inf,0,0,1,0
295463551,inf,0,0,0,0
296470453,inf,0,0,0,0
297481466,inf,0,0,0,0
297544399,inf,0,0,1,0
297818404,inf,0,0,0,1
298154414,inf,1,0,0,0
299165403,inf,1,0,0,0
300177399,inf,1,0,0,0
301188417,inf,1,0,0,0
302198417,inf,1,0,0,0
303205405,inf,1,0,0,0
304215443,inf,1,0,0,0
305223462,inf,1,0,0,0
