timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
192394957,5.2368164,0.0,0,0,1,0,1,0,0
192894957,5.157861,0.0,0,0,1,0,1,0,0
193394957,5.240039,0.0,0,0,1,0,1,0,0
193894957,5.1852536,0.0,0,0,1,0,1,0,0
194394957,5.21748,0.0,0,0,1,0,1,0,0
194894957,5.191699,0.0,0,0,1,0,1,0,0
195394957,5.243262,0.0,0,0,1,0,1,0,0
195894957,5.21748,0.0,0,0,1,0,1,0,0
196394957,5.22876,0.0,0,0,1,0,1,0,0
196894957,5.2142577,0.0,0,0,1,0,1,0,0
197394957,5.1788087,0.0,0,0,1,0,1,0,0
197894957,5.244873,0.0,0,0,1,0,1,0,0
198394957,5.1868653,0.0,0,0,1,0,1,0,0
198894957,5.2384276,0.0,0,0,1,0,1,0,0
199394957,5.1933103,0.0,0,0,1,0,1,0,0
199894957,5.2110353,0.0,0,0,1,0,1,0,0
200394957,5.2239256,0.0,0,0,1,0,1,0,0
200894957,5.24165,0.0,0,0,1,0,1,0,0
201404990,5.21748,0.0,0,0,1,0,1,0,0
201904967,5.190088,0.0,0,0,1,0,1,0,0
202404967,5.21748,0.0,0,0,1,0,1,0,0
202904990,5.1981444,0.0,0,0,1,0,1,0,0
203404960,5.2335935,0.0,0,0,1,0,1,0,0
203904960,5.21748,0.0,0,0,1,0,1,0,0
204404960,5.215869,0.0,0,0,1,0,1,0,0
204904960,5.219092,0.0,0,0,1,0,1,0,0
205404990,5.1788087,0.0,0,0,1,0,1,0,0
205904973,5.231982,0.0,0,0,1,0,1,0,0
206404967,5.1997557,0.0,0,0,1,0,1,0,0
206904960,5.231982,0.0,0,0,1,0,1,0,0
207404960,5.182031,0.0,0,0,1,0,1,0,0
207904990,5.2368164,0.0,0,0,1,0,1,0,0
208404966,5.244873,0.0,0,0,1,0,1,0,0
208904960,5.2368164,0.0,0,0,1,0,1,0,0
209404990,5.231982,0.0,0,0,1,0,1,0,0
209904967,5.18042,0.0,0,0,1,0,1,0,0
210404967,5.2368164,0.0,0,0,1,0,1,0,0
210914957,5.1788087,0.0,0,0,1,0,1,0,0
211414957,5.2271485,0.0,0,0,1,0,1,0,0
211914957,5.244873,0.0,0,0,1,0,1,0,0
212414957,5.2368164,0.0,0,0,1,0,1,0,0
212914957,5.2384276,0.0,0,0,1,0,1,0,0
213414958,5.182031,0.0,0,0,1,0,1,0,0
213914957,5.240039,0.0,0,0,1,0,1,0,0
214414957,5.182031,0.0,0,0,1,0,1,0,0
214914957,5.2110353,0.0,0,0,1,0,1,0,0
215414957,5.1788087,0.0,0,0,1,0,1,0,0
215914957,5.2239256,0.0,0,0,1,0,1,0,0
216414957,5.2110353,0.0,0,0,1,0,1,0,0
216914957,5.231982,0.0,0,0,1,0,1,0,0
217414957,5.244873,0.0,0,0,1,0,1,0,0
217914957,5.1723633,0.0,0,0,1,0,1,0,0
218414957,5.2126465,0.0,0,0,1,0,1,0,0
218914957,5.1852536,0.0,0,0,1,0,1,0,0
219414957,5.219092,0.0,0,0,1,0,1,0,0
220914957,5.230371,0.0,0,0,1,0,1,0,0
221424960,5.177197,0.0,0,0,1,0,1,0,0
221924960,5.2126465,0.0,0,0,1,0,1,0,0
222424990,5.1933103,0.0,0,0,1,0,1,0,0
222924967,5.2368164,0.0,0,0,1,0,1,0,0
223424968,5.1755857,0.0,0,0,1,0,1,0,0
223924990,5.2142577,0.0,0,0,1,0,1,0,0
224424960,5.215869,0.0,0,0,1,0,1,0,0
224924960,5.235205,0.0,0,0,1,0,1,0,0
225424960,5.231982,0.0,0,0,1,0,1,0,0
225924960,5.1852536,0.0,0,0,1,0,1,0,0
226424990,5.22876,0.0,0,0,1,0,1,0,0
226924967,5.1691403,0.0,0,0,1,0,1,0,0
227434957,5.219092,0.0,0,0,1,0,1,0,0
227934970,5.256152,0.0,0,0,1,0,1,0,0
228434957,5.2384276,0.0,0,0,1,0,1,0,0
228934957,5.219092,0.0,0,0,1,0,1,0,0
229434957,5.191699,0.0,0,0,1,0,1,0,0
229934957,5.24165,0.0,0,0,1,0,1,0,0
230434957,5.1884766,0.0,0,0,1,0,1,0,0
230944960,5.21748,0.0,0,0,1,0,1,0,0
231444960,5.22876,0.0,0,0,1,0,1,0,0
231944966,5.2142577,0.0,0,0,1,0,1,0,0
232444960,5.24165,0.0,0,0,1,0,1,0,0
232944990,5.1739745,0.0,0,0,1,0,1,0,0
233444960,5.21748,0.0,0,0,1,0,1,0,0
233944960,5.1852536,0.0,0,0,1,0,1,0,0
234445001,5.244873,0.0,0,0,1,0,1,0,0
234944960,5.1997557,0.0,0,0,1,0,1,0,0
235444960,5.2674317,0.0,0,0,1,0,1,0,0
235944960,5.2384276,0.0,0,0,1,0,1,0,0
236444970,5.21748,0.0,0,0,1,0,1,0,0
236944990,5.231982,0.0,0,0,1,0,1,0,0
237454957,5.170752,0.0,0,0,1,0,1,0,0
237954957,5.219092,0.0,0,0,1,0,1,0,0
238454957,5.1852536,0.0,0,0,1,0,1,0,0
238954957,5.2384276,0.0,0,0,1,0,1,0,0
239454957,5.243262,0.0,0,0,1,0,1,0,0
239954957,5.230371,0.0,0,0,1,0,1,0,0
240454957,5.215869,0.0,0,0,1,0,1,0,0
240954957,5.190088,0.0,0,0,1,0,1,0,0
241454957,5.230371,0.0,0,0,1,0,1,0,0
241954957,5.1852536,0.0,0,0,1,0,1,0,0
242454957,5.24165,0.0,0,0,1,0,1,0,0
242954957,5.1836424,0.0,0,0,1,0,1,0,0
243464990,5.225537,0.0,0,0,1,0,1,0,0
243964960,5.2239256,0.0,0,0,1,0,1,0,0
