timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,is_rotary_wing,is_vtol,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,high_latency_data_link_active,data_link_lost_counter,engine_failure,mission_failure,failure_detector_status
91786011,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
92795460,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
93806641,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
94812456,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
95813391,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
96822197,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
97825526,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
98829558,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
99834786,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
100835680,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
101846452,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
102855043,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
103863636,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
104873626,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
105881544,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
106882574,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
107891481,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
108901525,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
109908448,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
110917497,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
111926485,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
112926571,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
113934442,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
114941828,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
115951715,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
116952501,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
117962346,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
118966268,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
119973555,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
120977481,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
121982139,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
122988516,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
123990447,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
124998599,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
126007455,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
127014450,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
128022003,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
129029519,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
130029680,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
131038572,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
132046409,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
133054883,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
134062143,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
135072452,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
136079274,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
137086883,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
138097571,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
139106339,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
140116861,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
141126641,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
142126933,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
143132515,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
144142450,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
145154773,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
146162384,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
147166879,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
148176442,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
149185524,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
150192509,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
151195459,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
152205518,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
153206194,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
154207922,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
155217517,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
156226628,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
157231700,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
158243485,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
160256440,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
161262577,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
162265590,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
163274442,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
164281597,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
165282202,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
166291736,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
167302448,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
168310448,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
169310890,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
170312445,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
171316437,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
172326057,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
173334442,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
174342042,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
175352472,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
176359487,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
177366487,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
178375458,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
179383510,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
180384444,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
181386442,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
182392438,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
183401526,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
184411271,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
185417575,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
186427497,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
187436437,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
188439896,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
189445808,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
190452508,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
191454044,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
192462382,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
193470985,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
194480486,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
195489554,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
196494442,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
197494765,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
198495460,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
199499467,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
200506947,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
201515521,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
202526150,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
203535507,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
204543448,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
205554896,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
206559462,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
207567510,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
208577556,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
209586457,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
210591505,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
211601535,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
212611260,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
213618661,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
214630469,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
215631506,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
216641636,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
217647447,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
218649503,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
219656448,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
221674175,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
222684489,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
223691458,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
224691499,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
225692485,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
226702915,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
227703795,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
228711492,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
229721555,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
230730361,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
231731668,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
232741218,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
233749499,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
234757540,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
235764780,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
236772479,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
237775500,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
238783442,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
239790477,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
240797857,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
241806451,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
242814617,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
243824487,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
244832442,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
245842863,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
246844442,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
247846460,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
248854155,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
249863498,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
250872453,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
251873517,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
252876498,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
253883554,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
254884445,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
255890923,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
256898585,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
257906563,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
258908004,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
259914145,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
260914626,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
261922445,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
262924442,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
263930380,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
264940975,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
265950448,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
266951460,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
267956553,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
268964448,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
269967219,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
270967467,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
271972446,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
272980442,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
273989543,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
274997665,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
276006445,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
277016493,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
278022448,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
279032448,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
280040528,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
281042416,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
282052577,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
283061570,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
284070593,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
285070988,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
