timestamp,load,ram_usage
104458360,0.356426,0.79243624
105459953,0.359398,0.79243624
106460474,0.35682,0.79419523
107461360,0.353307,0.79419523
108462756,0.352998,0.79419523
109463373,0.352324,0.79419523
110464360,0.350304,0.79419523
111465360,0.361591,0.79243624
112467636,0.354868,0.79243624
113468363,0.356066,0.7918273
114469360,0.358611,0.79419523
115470360,0.353486,0.79419523
116471596,0.353517,0.79419523
117471372,0.352832,0.79419523
118472422,0.356021,0.79419523
119473394,0.358209,0.79243624
120476086,0.35301802,0.79243624
121476360,0.354168,0.7918273
122477586,0.353843,0.79419523
123478363,0.351709,0.79419523
124479379,0.349715,0.79419523
125480360,0.355635,0.79419523
126481360,0.354438,0.79243624
127482620,0.356873,0.79243624
128483477,0.359869,0.79243624
129484360,0.354512,0.79419523
130486117,0.352065,0.79419523
131487360,0.35497,0.79419523
132488360,0.358589,0.79419523
133489360,0.354566,0.79419523
134491707,0.352986,0.79243624
135493550,0.356964,0.79243624
136494415,0.357286,0.79243624
137495636,0.349037,0.79419523
138496474,0.353925,0.79419523
139497864,0.358449,0.79419523
140498683,0.356225,0.79419523
141499360,0.355501,0.79419523
142500456,0.358536,0.79243624
143502360,0.355916,0.79243624
144503915,0.349435,0.7918273
145505360,0.357036,0.79419523
146506403,0.35772,0.79419523
147507937,0.356059,0.79419523
148508360,0.354934,0.79419523
149509901,0.35503,0.79419523
150510360,0.353811,0.79243624
151511414,0.342334,0.79243624
152512430,0.357494,0.7918273
153513360,0.354933,0.79419523
154514382,0.354302,0.79419523
155515372,0.358106,0.79419523
156516382,0.357973,0.79419523
157517397,0.35360602,0.79243624
158518457,0.350291,0.79243624
159519372,0.345334,0.79243624
160520360,0.356366,0.7918273
161521360,0.35427,0.79419523
162522364,0.360575,0.79419523
163523378,0.356067,0.79419523
164524360,0.352919,0.79419523
165525619,0.355259,0.79243624
166526393,0.357486,0.79243624
167527372,0.359048,0.79243624
168528360,0.356226,0.79419523
169529493,0.356148,0.79419523
170530675,0.35714,0.79419523
171531426,0.350688,0.79419523
172532360,0.353846,0.79419523
173533524,0.359346,0.79243624
174534475,0.357599,0.79243624
175536852,0.356367,0.79243624
176537791,0.358277,0.79419523
177539279,0.358274,0.79419523
178540874,0.348606,0.79419523
179541862,0.357807,0.79419523
180542938,0.353976,0.79419523
181543374,0.356314,0.79243624
182544548,0.353951,0.79243624
183545360,0.352343,0.7918273
184546650,0.35397,0.79419523
185547455,0.343757,0.79419523
186549712,0.354258,0.79419523
187550907,0.355864,0.79419523
188551633,0.35815302,0.79243624
189552806,0.358895,0.79243624
190553595,0.357402,0.79243624
191555183,0.355979,0.7918273
192555490,0.349776,0.79419523
193556360,0.355399,0.79419523
194557549,0.356976,0.79419523
195558360,0.359277,0.79419523
196559379,0.353681,0.79243624
197560509,0.35711,0.79243624
198562099,0.354227,0.79243624
199564576,0.350046,0.79419523
200565403,0.357071,0.79419523
201566416,0.357949,0.79419523
202567395,0.355057,0.79419523
203568874,0.355705,0.79419523
204569360,0.360316,0.79243624
205571372,0.352557,0.79243624
206572360,0.352184,0.79243624
207573571,0.353737,0.79419523
208574785,0.358811,0.79419523
209575480,0.356045,0.79419523
210576360,0.354119,0.79419523
211577360,0.35284302,0.79419523
212579443,0.350704,0.79243624
213580496,0.350393,0.79243624
214581360,0.353103,0.7918273
215583379,0.35718,0.79419523
216585614,0.357304,0.79419523
217585889,0.355993,0.79419523
218586478,0.356762,0.79419523
219588271,0.346953,0.79419523
221590486,0.352823,0.79243624
222591435,0.354982,0.7918273
223592415,0.35328,0.79419523
224593570,0.355256,0.79419523
225594360,0.355161,0.79419523
226595372,0.345997,0.79419523
227596425,0.353451,0.79243624
228597503,0.356765,0.79243624
229598360,0.356911,0.79243624
230599379,0.35431302,0.7918273
231600360,0.355019,0.79419523
232601525,0.355723,0.79419523
233602420,0.345856,0.79419523
234603379,0.350742,0.79419523
235604412,0.353451,0.79243624
236605360,0.355511,0.79243624
237606360,0.353996,0.79243624
238608359,0.355619,0.79419523
239609395,0.353662,0.79419523
240609668,0.348474,0.79419523
241610360,0.358991,0.79419523
242611379,0.357444,0.79419523
243612462,0.35662,0.79243624
244614201,0.356973,0.79243624
245615439,0.357284,0.79243624
246616403,0.354394,0.79419523
247617360,0.353189,0.79419523
248618580,0.353793,0.79419523
249619373,0.358191,0.79419523
250620540,0.356365,0.79419523
251622136,0.353604,0.79243624
252623427,0.35709602,0.79243624
253624532,0.354733,0.7918273
254626598,0.35156,0.79419523
255627379,0.358748,0.79419523
256628403,0.355979,0.79419523
257629360,0.35792,0.79419523
258631360,0.358903,0.79243624
259632448,0.356091,0.79243624
260633476,0.348565,0.79243624
261634409,0.353534,0.7918273
262635360,0.354513,0.79419523
263638058,0.353664,0.79419523
264638677,0.353788,0.79419523
265639698,0.349136,0.79419523
266640483,0.35612,0.79243624
267641538,0.352962,0.79243624
268642415,0.35849,0.79243624
269643473,0.357894,0.79419523
270644360,0.356926,0.79419523
271645541,0.35579202,0.79419523
272646360,0.354543,0.79419523
273647942,0.352262,0.79419523
274648396,0.344115,0.79243624
275649360,0.356595,0.79243624
276650360,0.357256,0.79243624
277651376,0.35411,0.79419523
278652555,0.352783,0.79419523
279655166,0.353934,0.79419523
280656409,0.354516,0.79419523
281658055,0.344978,0.79419523
282658467,0.353984,0.79243624
283659373,0.353994,0.79243624
284660360,0.355828,0.7918273
285662834,0.351754,0.79419523
286663378,0.356219,0.79419523
287664403,0.353459,0.79419523
288665481,0.340922,0.79419523
289666360,0.34327,0.79419523
290667760,0.35578,0.79243624
291668410,0.357149,0.79243624
292669360,0.354309,0.7918273
293671511,0.360353,0.79419523
294672391,0.349342,0.79419523
295673360,0.352565,0.79419523
296674746,0.353236,0.79419523
297676717,0.355332,0.79243624
298677567,0.361654,0.79243624
299678360,0.356988,0.79243624
300679401,0.359288,0.7918273
301680469,0.35494,0.79419523
302681360,0.356668,0.79419523
303682546,0.358076,0.79419523
304683438,0.353143,0.79419523
305684360,0.384595,0.79243624
