timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,type,system_id,component_id,mode,flow_control,forwarding,mavlink_v2,ftp,streams
38471173,0,1200.0,0.56830907,0.0,0.6922594,0.0,0,0,0,0,0,1,0,0,33
39480871,0,1200.0,0.35327327,0.0,0.4766055,0.0,0,0,0,0,0,1,0,0,33
40486612,0,1200.0,0.35327327,0.0,0.7397617,0.0,0,0,0,0,0,1,0,0,33
41494475,0,1200.0,0.35327327,0.0,0.48021036,0.0,0,0,0,0,0,1,0,0,33
42494941,0,1200.0,0.35327327,0.0,0.53672284,0.0,0,0,0,0,0,1,0,0,33
43495779,0,1200.0,0.35327327,0.0,0.6882209,0.0,0,0,0,0,0,1,0,0,33
44497976,0,1200.0,0.35327327,0.0,0.5175405,0.0,0,0,0,0,0,1,0,0,33
45505543,0,1200.0,0.35327327,0.0,0.47269094,0.0,0,0,0,0,0,1,0,0,33
46510949,0,1200.0,0.35327327,0.0,0.71421236,0.0,0,0,0,0,0,1,0,0,33
47512472,0,1200.0,0.35327327,0.0,0.47558227,0.0,0,0,0,0,0,1,0,0,33
48521808,0,1200.0,0.35327327,0.0,0.4751027,0.0,0,0,0,0,0,1,0,0,33
49526784,0,1200.0,0.35327327,0.0,0.6976297,0.0,0,0,0,0,0,1,0,0,33
50528468,0,1200.0,0.35327327,0.0,0.545359,0.0,0,0,0,0,0,1,0,0,33
51537545,0,1200.0,0.35327327,0.0,0.67760825,0.0,0,0,0,0,0,1,0,0,33
52546815,0,1200.0,0.35327327,0.0,0.488573,0.0,0,0,0,0,0,1,0,0,33
53554776,0,1200.0,0.35327327,0.0,0.44529688,0.0,0,0,0,0,0,1,0,0,33
54560468,0,1200.0,0.35327327,0.0,0.82944846,0.0,0,0,0,0,0,1,0,0,33
55562468,0,1200.0,0.35327327,0.0,0.5175529,0.0,0,0,0,0,0,1,0,0,33
56570695,0,1200.0,0.35327327,0.0,0.44580045,0.0,0,0,0,0,0,1,0,0,33
57578468,0,1200.0,0.35327327,0.0,0.66366875,0.0,0,0,0,0,0,1,0,0,33
58582733,0,1200.0,0.35327327,0.0,0.44722006,0.0,0,0,0,0,0,1,0,0,33
59585689,0,1200.0,0.35327327,0.0,0.5453878,0.0,0,0,0,0,0,1,0,0,33
60590640,0,1200.0,0.35327327,0.0,0.76916337,0.0,0,0,0,0,0,1,0,0,33
61592579,0,1200.0,0.35327327,0.0,0.44177935,0.0,0,0,0,0,0,1,0,0,33
62597773,0,1200.0,0.35327327,0.0,0.53268176,0.0,0,0,0,0,0,1,0,0,33
63599761,0,1200.0,0.35327327,0.0,0.68028975,0.0,0,0,0,0,0,1,0,0,33
64601648,0,1200.0,0.35327327,0.0,0.47659916,0.0,0,0,0,0,0,1,0,0,33
65603720,0,1200.0,0.35327327,0.0,0.5527888,0.0,0,0,0,0,0,1,0,0,33
66607374,0,1200.0,0.35327327,0.0,0.6505506,0.0,0,0,0,0,0,1,0,0,33
67607528,0,1200.0,0.35327327,0.0,0.5188656,0.0,0,0,0,0,0,1,0,0,33
68610756,0,1200.0,0.35327327,0.0,0.6450802,0.0,0,0,0,0,0,1,0,0,33
69613238,0,1200.0,0.35327327,0.0,0.5459071,0.0,0,0,0,0,0,1,0,0,33
70618739,0,1200.0,0.35327327,0.0,0.37073773,0.0,0,0,0,0,0,1,0,0,33
71626663,0,1200.0,0.35327327,0.0,0.8294188,0.0,0,0,0,0,0,1,0,0,33
72631948,0,1200.0,0.35327327,0.0,0.57346344,0.0,0,0,0,0,0,1,0,0,33
73639602,0,1200.0,0.35327327,0.0,0.44587883,0.0,0,0,0,0,0,1,0,0,33
74644706,0,1200.0,0.35327327,0.0,0.66627157,0.0,0,0,0,0,0,1,0,0,33
75647549,0,1200.0,0.35327327,0.0,0.4468084,0.0,0,0,0,0,0,1,0,0,33
76648517,0,1200.0,0.35327327,0.0,0.5421209,0.0,0,0,0,0,0,1,0,0,33
77659777,0,1200.0,0.35327327,0.0,0.73545253,0.0,0,0,0,0,0,1,0,0,33
78660511,0,1200.0,0.35327327,0.0,0.54648685,0.0,0,0,0,0,0,1,0,0,33
79663512,0,1200.0,0.35327327,0.0,0.40732548,0.0,0,0,0,0,0,1,0,0,33
80663716,0,1200.0,0.35327327,0.0,0.68089104,0.0,0,0,0,0,0,1,0,0,33
81670165,0,1200.0,0.35327327,0.0,0.47429556,0.0,0,0,0,0,0,1,0,0,33
82673784,0,1200.0,0.35327327,0.0,0.77237004,0.0,0,0,0,0,0,1,0,0,33
