timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
38449667,0.23773949,0.008703305,0.0
305157268,0.26509237,0.008455303,0.0
305361794,0.3031397,0.006361674,0.0
305562616,0.2937551,0.005207557,0.0
305767802,0.29962754,0.0051028617,0.0
305968197,0.29206023,0.006180696,0.0
