timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
38658414,-0.00026358914,-0.0004171254,0.00013636064,0.9995559,0.01271886,-0.0061197816,0.0262499,1.0,0.0,0.0,0.0,0
38691251,0.00058264163,0.0006550113,0.00029235333,0.99955654,0.012720176,-0.00611105,0.026222011,1.0,0.0,0.0,0.0,0
38723217,-0.00036104448,0.0008746779,0.0005331505,0.999558,0.012716432,-0.006100749,0.026174521,1.0,0.0,0.0,0.0,0
38755244,0.00072564953,-0.0011336342,0.00142601,0.99955857,0.0127215665,-0.0060946057,0.026151966,1.0,0.0,0.0,0.0,0
38787205,-0.0013392796,0.0013954174,-0.0001768251,0.99955916,0.012708295,-0.0060891076,0.026135305,1.0,0.0,0.0,0.0,0
38819252,0.000685811,0.00012200279,5.6019053e-06,0.9995591,0.012710746,-0.006082435,0.026135117,1.0,0.0,0.0,0.0,0
38852032,-6.7094865e-05,0.00016108667,0.00035672367,0.9995585,0.012717314,-0.006078255,0.026156962,1.0,0.0,0.0,0.0,0
38884825,0.00017708476,-0.00081703765,0.0009029348,0.9995576,0.012717237,-0.0060756784,0.0261936,1.0,0.0,0.0,0.0,0
38916821,0.00086709624,-0.0007612498,-0.0010211274,0.9995565,0.01271177,-0.0060686553,0.026239859,1.0,0.0,0.0,0.0,0
38948826,-0.0006877985,2.2108434e-05,0.000369546,0.9995558,0.012702988,-0.0060569732,0.026268814,1.0,0.0,0.0,0.0,0
38980818,0.0013305175,0.00075969123,0.00019196456,0.99955547,0.0127003975,-0.00606095,0.026284982,1.0,0.0,0.0,0.0,0
39009632,-0.00015333132,0.00012231711,0.0004552788,0.9995555,0.012698113,-0.006065368,0.026285376,1.0,0.0,0.0,0.0,0
39041607,0.0004942985,0.0009875423,0.00084507547,0.99955547,0.012697145,-0.006064097,0.02628484,1.0,0.0,0.0,0.0,0
39073651,-6.274384e-05,1.3685087e-05,-6.185577e-05,0.99955547,0.012695077,-0.006060078,0.026286252,1.0,0.0,0.0,0.0,0
39105623,0.0007983555,0.00034264545,0.00034116278,0.9995549,0.012689003,-0.006057064,0.026312783,1.0,0.0,0.0,0.0,0
39137627,0.00037351612,0.0010828767,0.00032566802,0.99955446,0.012692851,-0.006049752,0.026330914,1.0,0.0,0.0,0.0,0
39169621,-0.0008211761,0.0006467586,-0.0005919027,0.99955475,0.012691401,-0.0060393163,0.026322618,1.0,0.0,0.0,0.0,0
39198431,-0.00017193792,0.00012998213,-0.00018382107,0.9995551,0.012691266,-0.006025079,0.026312983,1.0,0.0,0.0,0.0,0
39230420,5.5300537e-05,-0.0014649925,0.00025395805,0.99955606,0.012694754,-0.0060213334,0.026273843,1.0,0.0,0.0,0.0,0
39262409,0.00014051612,0.0008527357,-0.0005428349,0.9995576,0.012700761,-0.006012375,0.026213966,1.0,0.0,0.0,0.0,0
39294411,-0.00017318234,0.0004315793,-0.0003122479,0.9995592,0.012701942,-0.0060146544,0.02615115,1.0,0.0,0.0,0.0,0
39326444,0.00090654567,-0.00083080516,0.00033519522,0.9995608,0.012697692,-0.006015995,0.026095869,1.0,0.0,0.0,0.0,0
39355210,5.1727227e-05,-0.00072230026,0.0002597249,0.99956137,0.0126965195,-0.0060117734,0.026075505,1.0,0.0,0.0,0.0,0
39387276,-0.00018497609,0.0006424661,-0.0005247051,0.9995623,0.012696747,-0.0060044345,0.026039815,1.0,0.0,0.0,0.0,0
39419203,0.00014991342,0.0011945046,0.00020677585,0.9995641,0.012693194,-0.0059901057,0.02597341,1.0,0.0,0.0,0.0,0
39452007,0.001275967,1.3676472e-06,0.00092494674,0.9995654,0.012696678,-0.0059832716,0.025923306,1.0,0.0,0.0,0.0,0
39480002,0.00037430154,6.33928e-06,0.00031391147,0.99956644,0.012700113,-0.0059796055,0.025885586,1.0,0.0,0.0,0.0,0
39512799,0.00093036797,0.00089269737,0.0012433296,0.99956745,0.012708498,-0.005975196,0.025839945,1.0,0.0,0.0,0.0,0
39544824,-0.0007960799,-0.00082604936,0.00036571128,0.99956864,0.012709788,-0.005971812,0.025797615,1.0,0.0,0.0,0.0,0
39576807,0.0011000324,0.00074737123,-0.0006785268,0.9995704,0.012705504,-0.0059656184,0.025732236,1.0,0.0,0.0,0.0,0
39608798,0.00028233617,0.00055883825,0.00094358204,0.999572,0.012707059,-0.0059633893,0.025666846,1.0,0.0,0.0,0.0,0
39640816,-0.0001419452,-6.588106e-05,0.0010930713,0.9995731,0.012708885,-0.0059597883,0.02562309,1.0,0.0,0.0,0.0,0
39673651,-0.00097425724,0.00042053778,-0.00027825916,0.9995748,0.012705743,-0.0059512174,0.025566004,1.0,0.0,0.0,0.0,0
39701621,-0.00014424138,0.00024986267,0.00096691935,0.9995759,0.012707552,-0.005952778,0.025518943,1.0,0.0,0.0,0.0,0
39733617,0.0004686963,0.0006525498,-0.00013503397,0.9995775,0.012703994,-0.0059489165,0.02545804,1.0,0.0,0.0,0.0,0
39765662,0.0006948274,0.00035202852,0.0005321824,0.9995784,0.012712387,-0.005936537,0.025421787,1.0,0.0,0.0,0.0,0
39797618,0.00025925683,-0.0012568643,0.00014825969,0.9995787,0.0127032325,-0.0059383614,0.02541416,1.0,0.0,0.0,0.0,0
39829603,0.00016088315,2.3514498e-05,0.0004372307,0.9995791,0.012700182,-0.0059352815,0.02539953,1.0,0.0,0.0,0.0,0
39862409,-0.0009843626,0.00036861165,0.001537104,0.99957895,0.012701856,-0.0059344666,0.025403336,1.0,0.0,0.0,0.0,0
39890401,4.1320745e-05,-6.320258e-05,0.00035856175,0.9995786,0.012691762,-0.005929692,0.02542672,1.0,0.0,0.0,0.0,0
39923201,0.00048319995,2.6833033e-05,0.0005250047,0.99957895,0.012689299,-0.005922079,0.025418144,1.0,0.0,0.0,0.0,0
39955270,0.00036022856,0.0016069578,-0.00013252336,0.999579,0.0126855895,-0.0059165857,0.025415555,1.0,0.0,0.0,0.0,0
39987998,-0.00080249837,-8.8853994e-05,0.00024908257,0.9995789,0.0126821855,-0.005919309,0.025420945,1.0,0.0,0.0,0.0,0
40020020,0.00024856094,0.00033210567,-0.0001975001,0.99957836,0.0126766125,-0.0059229443,0.025441948,1.0,0.0,0.0,0.0,0
40048807,-0.00018686499,-0.0018073756,-0.00056761684,0.9995778,0.0126634985,-0.0059288857,0.025470894,1.0,0.0,0.0,0.0,0
40080854,0.00037382916,2.645934e-05,0.0005440273,0.99957716,0.012665908,-0.0059356834,0.025495391,1.0,0.0,0.0,0.0,0
40112814,-0.0007276476,0.00052576815,-0.0009263907,0.9995763,0.012660576,-0.0059423544,0.025529029,1.0,0.0,0.0,0.0,0
40145607,-8.995249e-05,1.1019874e-06,-0.00092580606,0.99957544,0.012656548,-0.00593341,0.025566049,1.0,0.0,0.0,0.0,0
40177627,-0.000477946,0.0004653253,0.00035251922,0.9995741,0.012654926,-0.0059289285,0.025617208,1.0,0.0,0.0,0.0,0
40205618,0.00045307336,-0.0005215104,-0.0005033034,0.99957293,0.012662265,-0.005928505,0.025662832,1.0,0.0,0.0,0.0,0
40237607,0.0004972868,0.00027049053,0.0014263744,0.999571,0.0126574375,-0.005920076,0.025739977,1.0,0.0,0.0,0.0,0
40269624,0.0006646591,-0.0011542863,-0.00048224587,0.99956876,0.012655281,-0.005925367,0.025827162,1.0,0.0,0.0,0.0,0
40302401,0.0003759922,0.00036208658,0.0007740706,0.9995668,0.012653967,-0.005913741,0.025906805,1.0,0.0,0.0,0.0,0
40334408,-0.00071103906,0.00023397291,-0.0001628151,0.9995649,0.012653967,-0.005913876,0.025981637,1.0,0.0,0.0,0.0,0
40366425,0.00033899694,0.0008530896,-0.00073432154,0.99956346,0.012648565,-0.0059155533,0.026037624,1.0,0.0,0.0,0.0,0
40398411,0.00016343754,-0.00016462943,0.0009890762,0.9995621,0.012646969,-0.0059191165,0.02609021,1.0,0.0,0.0,0.0,0
40431997,0.0019517695,-0.00051571405,-0.00011780148,0.99956125,0.012652345,-0.0059179273,0.026117899,1.0,0.0,0.0,0.0,0
40464027,-0.00015955348,-0.0007149917,0.0005827205,0.9995607,0.012659361,-0.005921003,0.026137354,1.0,0.0,0.0,0.0,0
40496008,0.00028248937,-0.0017732033,0.0011442301,0.9995598,0.012660416,-0.005928944,0.026168691,1.0,0.0,0.0,0.0,0
40524061,-0.00049117376,-7.6865545e-05,0.00029132562,0.99955875,0.012657952,-0.0059289783,0.026211506,1.0,0.0,0.0,0.0,0
40556032,0.00033740015,0.0012878056,-0.0006108231,0.9995574,0.012659361,-0.0059333774,0.026259232,1.0,0.0,0.0,0.0,0
40589625,-0.0003645192,0.0013970637,-0.0005388084,0.9995565,0.012652388,-0.0059192837,0.026303701,1.0,0.0,0.0,0.0,0
40621614,0.0004612035,-0.00072062435,-6.324984e-05,0.9995562,0.012651639,-0.005910956,0.026316656,1.0,0.0,0.0,0.0,0
40653615,0.00066136266,0.00022551487,-0.0006243449,0.9995564,0.012655666,-0.005916155,0.026302407,1.0,0.0,0.0,0.0,0
40681648,0.0004585997,0.00013017561,-6.717851e-05,0.99955654,0.012652157,-0.005909773,0.026300192,1.0,0.0,0.0,0.0,0
40715270,0.0003435595,0.0003361043,-0.00037779415,0.99955624,0.012653036,-0.0059011076,0.026315283,1.0,0.0,0.0,0.0,0
40747204,-0.00037422153,-0.00016783294,0.00072490354,0.9995559,0.012653094,-0.0058957557,0.026331943,1.0,0.0,0.0,0.0,0
