timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
161642062,0.0341136,0.013969542,0.0
189348454,0.0232318,0.013663758,0.0
189550977,0.037658844,0.011057031,0.0
189750461,0.040759843,0.011195123,0.0
189953029,0.04280713,0.011520721,0.0
190158098,0.039939348,0.0113694575,0.0
