timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
161844016,0,0.0,0.0,0.0,0.0,0.29449987,4.087936e-08,-1.7096079e-07,0.0,-0.0011506426,0.008874156,-0.001100394,-0.003218914,1.0219839e-05,-4.2740194e-05,0.0,-0.010300364,-0.012400941,-0.010628259,-1.7054981,0.0,0.104742855,0.001100394,0.119079895,0.25077137,0.09887807,0.11049125,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
161948020,0,0.0,0.0,0.0,0.0,0.2956477,4.087936e-08,-1.7096079e-07,0.0,-0.008097666,0.0088165,-0.00021482946,-0.00085397466,1.0219839e-05,-4.2740194e-05,0.0,-0.006876185,0.0012570039,0.000127528,-1.7053859,0.0,0.10660148,0.00021482946,0.11860679,0.2500111,0.09871913,0.110308856,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
162044841,0,0.0,0.0,0.0,0.0,0.29732034,4.087936e-08,-1.7096079e-07,0.0,-0.0139955925,0.008266848,0.0003262786,0.0013614352,1.0219839e-05,-4.2740194e-05,0.0,0.0052559995,-0.0127719315,-0.0037253534,-1.7052444,0.0,0.101489365,-0.0003262786,0.119323425,0.25063717,0.0991629,0.11049665,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
162149601,0,0.0,0.0,0.0,0.0,0.2988547,4.087936e-08,-1.7096079e-07,0.0,-0.021413404,0.007641801,0.0005791813,0.0029557156,1.0219839e-05,-4.2740194e-05,0.0,-0.033545963,-0.006184823,-0.013643937,-1.705015,0.0,0.10222387,-0.0005791813,0.1189421,0.24996138,0.099044256,0.11034622,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
162245622,0,0.0,0.0,0.0,0.0,0.2993113,4.087936e-08,-1.7096079e-07,0.0,-0.027205497,0.0073618195,0.0006835458,0.0031876331,1.0219839e-05,-4.2740194e-05,0.0,-0.022578998,0.00077675615,-0.022481257,-1.7048784,0.0,0.104872525,-0.0006835458,0.11948893,0.25043973,0.0993377,0.11051099,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
162350414,0,0.0,0.0,0.0,0.0,0.2987156,4.087936e-08,-1.7096079e-07,0.0,-0.03304406,0.006293453,0.00017438916,0.0016541043,1.0219839e-05,-4.2740194e-05,0.0,-0.036045037,0.0138534065,-0.005798477,-1.7047789,0.0,0.1,-0.00017438916,0.1206839,0.25167134,0.09995518,0.11086823,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
162451999,0,0.0,0.0,0.0,0.0,0.29825333,4.087936e-08,-1.7096079e-07,0.0,-0.03775948,0.0055914917,4.531945e-05,0.0009419485,1.0219839e-05,-4.2740194e-05,0.0,-0.0050631496,-0.0075050443,-0.021325486,-1.7047297,0.0,0.101217985,-4.531945e-05,0.120009415,0.2508252,0.09956982,0.1106595,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
162556012,0,0.0,0.0,0.0,0.0,0.2984218,4.087936e-08,-1.7096079e-07,0.0,-0.042181525,0.004768078,-0.00010384147,0.00085355836,1.0219839e-05,-4.2740194e-05,0.0,-0.02433602,-0.011553943,-0.008263688,-1.7046477,0.0,0.1,0.00010384147,0.12104152,0.25197214,0.10004695,0.11097581,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
162652799,0,0.0,0.0,0.0,0.0,0.29845414,4.087936e-08,-1.7096079e-07,0.0,-0.04561184,0.003775009,-4.7040547e-05,0.0008679074,1.0219839e-05,-4.2740194e-05,0.0,-0.01203885,-0.012891761,0.01609993,-1.7044231,0.0,0.1,4.7040547e-05,0.12293306,0.25412232,0.10091483,0.11161376,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
162757626,0,0.0,0.0,0.0,0.0,0.2976356,4.087936e-08,-1.7096079e-07,0.0,-0.04779315,0.00175304,-0.00063978165,-0.0005498599,1.0219839e-05,-4.2740194e-05,0.0,-0.030173806,0.02779396,0.007408518,-1.7040238,0.0,0.10055372,0.00063978165,0.12196808,0.25314286,0.1003264,0.11132292,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
162861613,0,0.0,0.0,0.0,0.0,0.29632246,4.087936e-08,-1.7096079e-07,0.0,-0.048948973,-0.00020224597,-0.00058067363,-0.0017274546,1.0219839e-05,-4.2740194e-05,0.0,0.0035407625,0.009309896,0.015522289,-1.7035706,0.0,0.1,0.00058067363,0.12274401,0.2541119,0.10062288,0.111580074,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
162962456,0,0.0,0.0,0.0,0.0,0.2957089,4.087936e-08,-1.7096079e-07,0.0,-0.049183406,-0.0023206812,-0.00076347205,-0.0022804313,1.0219839e-05,-4.2740194e-05,0.0,-0.019908853,-0.0071416213,-0.023528986,-1.7030483,0.0,0.1,0.00076347205,0.12350081,0.25510082,0.100906655,0.111821815,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
163060058,0,0.0,0.0,0.0,0.0,0.2952278,4.087936e-08,-1.7096079e-07,0.0,-0.04864835,-0.0037254118,-0.00079240685,-0.0024938092,1.0219839e-05,-4.2740194e-05,0.0,-0.011398487,-0.033392325,0.009702455,-1.702561,0.0,0.1,0.00079240685,0.12351744,0.2552809,0.10080806,0.11184994,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
163165604,0,0.0,0.0,0.0,0.0,0.29466704,4.087936e-08,-1.7096079e-07,0.0,-0.04682895,-0.0060771927,-0.0010428542,-0.0029343907,1.0219839e-05,-4.2740194e-05,0.0,-0.006121531,0.0046593836,0.008179743,-1.7019845,0.0,0.10133678,0.0010428542,0.12210856,0.25384915,0.09999538,0.111491844,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
163261619,0,0.0,0.0,0.0,0.0,0.29366916,4.087936e-08,-1.7096079e-07,0.0,-0.04497564,-0.008146923,-0.0010483118,-0.0035863328,1.0219839e-05,-4.2740194e-05,0.0,-0.015488734,0.027500065,0.0070236665,-1.7014325,0.0,0.1,0.0010483118,0.12243783,0.25427443,0.100159526,0.11158174,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
163366434,0,0.0,0.0,0.0,0.0,0.2909826,4.087936e-08,-1.7096079e-07,0.0,-0.04211016,-0.011008621,-0.002301563,-0.0069977366,1.0219839e-05,-4.2740194e-05,0.0,0.1509521,-0.081526056,0.09128444,-1.7008482,0.0,0.1,0.002301563,0.12166,0.25341356,0.099785805,0.111326076,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
163464013,0,0.0,0.0,0.0,0.0,0.28890958,4.087936e-08,-1.7096079e-07,0.0,-0.03835338,-0.013608114,-0.0029447519,-0.008917605,1.0219839e-05,-4.2740194e-05,0.0,-0.025498144,0.04649079,-0.024061712,-1.7003237,0.0,0.1,0.0029447519,0.12025284,0.25177655,0.09910423,0.110888675,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
163568016,0,0.0,0.0,0.0,0.0,0.28548566,4.087936e-08,-1.7096079e-07,0.0,-0.034530703,-0.014835458,-0.0032633801,-0.01156041,1.0219839e-05,-4.2740194e-05,0.0,0.05321334,-0.053401478,0.02390419,-1.6997217,0.0,0.1,0.0032633801,0.119648375,0.25098413,0.09888586,0.11068187,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
163672814,0,0.0,0.0,0.0,0.0,0.28652698,4.087936e-08,-1.7096079e-07,0.0,-0.030034661,-0.017621445,-0.0027300215,-0.008588404,1.0219839e-05,-4.2740194e-05,0.0,-0.04097006,0.087615795,0.0050784387,-1.699184,0.0,0.10862881,0.0027300215,0.11916231,0.25031316,0.09871986,0.11050272,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
163770401,0,0.0,0.0,0.0,0.0,0.28823462,4.087936e-08,-1.7096079e-07,0.0,-0.027458826,-0.019763708,-0.0022992045,-0.005589749,1.0219839e-05,-4.2740194e-05,0.0,-0.017067306,-0.021111812,0.0070230397,-1.6985496,0.0,0.101659805,0.0022992045,0.11869826,0.24962285,0.09858477,0.110334754,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
