timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,type,system_id,component_id,mode,flow_control,forwarding,mavlink_v2,ftp,streams
160866417,0,1000.0,0.20954624,0.0,0.68309754,0.0,0,0,0,3,0,0,0,0,17
161870821,0,1000.0,0.20954624,0.0,0.5276809,0.0,0,0,0,3,0,0,0,0,17
162874140,0,1000.0,0.20954624,0.0,0.5217866,0.0,0,0,0,3,0,0,0,0,17
163874650,0,1000.0,0.20954624,0.0,0.49341792,0.0,0,0,0,3,0,0,0,0,17
164876740,0,1000.0,0.20954624,0.0,0.53059816,0.0,0,0,0,3,0,0,0,0,17
165879530,0,1000.0,0.20954624,0.0,0.6825809,0.0,0,0,0,3,0,0,0,0,17
166885624,0,1000.0,0.20954624,0.0,0.52080226,0.0,0,0,0,3,0,0,0,0,17
167891737,0,1000.0,0.20954624,0.0,0.49314514,0.0,0,0,0,3,0,0,0,0,17
168898681,0,1000.0,0.20954624,0.0,0.5297243,0.0,0,0,0,3,0,0,0,0,17
169905606,0,1000.0,0.20954624,0.0,0.7072703,0.0,0,0,0,3,0,0,0,0,17
170914712,0,1000.0,0.20954624,0.0,0.4924582,0.0,0,0,0,3,0,0,0,0,17
171926095,0,1000.0,0.20954624,0.0,0.49517453,0.0,0,0,0,3,0,0,0,0,17
172927431,0,1000.0,0.20954624,0.0,0.5307146,0.0,0,0,0,3,0,0,0,0,17
173927631,0,1000.0,0.20954624,0.0,0.5237198,0.0,0,0,0,3,0,0,0,0,17
174937215,0,1000.0,0.20954624,0.0,0.68223286,0.0,0,0,0,3,0,0,0,0,17
175943558,0,1000.0,0.20954624,0.0,0.49469742,0.0,0,0,0,3,0,0,0,0,17
176947249,0,1000.0,0.20954624,0.0,0.6905387,0.0,0,0,0,3,0,0,0,0,17
177957329,0,1000.0,0.20954624,0.0,0.5192998,0.0,0,0,0,3,0,0,0,0,17
178958877,0,1000.0,0.20954624,0.0,0.5106332,0.0,0,0,0,3,0,0,0,0,17
179964417,0,1000.0,0.20954624,0.0,0.6762587,0.0,0,0,0,3,0,0,0,0,17
180967417,0,1000.0,0.20954624,0.0,0.52915156,0.0,0,0,0,3,0,0,0,0,17
181969395,0,1000.0,0.20954624,0.0,0.5239036,0.0,0,0,0,3,0,0,0,0,17
182974201,0,1000.0,0.20954624,0.0,0.49371406,0.0,0,0,0,3,0,0,0,0,17
183983794,0,1000.0,0.20954624,0.0,0.5283664,0.0,0,0,0,3,0,0,0,0,17
184991419,0,1000.0,0.20954624,0.0,0.6849582,0.0,0,0,0,3,0,0,0,0,17
185995486,0,1000.0,0.20954624,0.0,0.5224639,0.0,0,0,0,3,0,0,0,0,17
187003417,0,1000.0,0.20954624,0.0,0.49249977,0.0,0,0,0,3,0,0,0,0,17
188012461,0,1000.0,0.20954624,0.0,0.52554107,0.0,0,0,0,3,0,0,0,0,17
189018807,0,1000.0,0.20954624,0.0,0.70904136,0.0,0,0,0,3,0,0,0,0,17
190026649,0,1000.0,0.20954624,0.0,0.49185953,0.0,0,0,0,3,0,0,0,0,17
