timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,type,system_id,component_id,mode,flow_control,forwarding,mavlink_v2,ftp,streams
161173545,160172525,800000.0,1.0,0.046888262,14.218118,0.0,4,255,0,5,0,0,1,1,38
162175622,161173545,800000.0,1.0,0.04690539,14.225307,0.0,4,255,0,5,0,0,1,1,38
163176357,162175622,800000.0,1.0,0.046971064,14.150283,0.0,4,255,0,5,0,0,1,1,38
164178629,163176357,800000.0,1.0,0.046969984,14.321848,0.0,4,255,0,5,0,0,1,1,38
165179369,164178629,800000.0,1.0,0.046890043,14.357331,0.0,4,255,0,5,0,0,1,1,38
166181592,165179369,800000.0,1.0,0.046768773,14.189845,0.0,4,255,0,5,0,0,1,1,38
167184019,166181592,800000.0,1.0,0.046940573,14.663435,0.0,4,255,0,5,0,0,1,1,38
168187219,167184019,800000.0,1.0,0.046957128,14.361887,0.0,4,255,0,5,0,0,1,1,38
169188451,168187219,800000.0,1.0,0.046911333,14.347881,0.0,4,255,0,5,0,0,1,1,38
170189904,169188451,800000.0,1.0,0.046893034,14.342284,0.0,4,255,0,5,0,0,1,1,38
171190733,170189904,800000.0,1.0,0.046965525,14.339474,0.0,4,255,0,5,0,0,1,1,38
172191470,171190733,800000.0,1.0,0.046907496,14.323753,0.0,4,255,0,5,0,0,1,1,38
173191513,172191470,800000.0,1.0,0.04672228,14.510748,0.0,4,255,0,5,0,0,1,1,38
174193351,173191513,800000.0,1.0,0.04678777,14.308098,0.0,4,255,0,5,0,0,1,1,38
175194013,174193351,800000.0,1.0,0.04697557,14.367529,0.0,4,255,0,5,0,0,1,1,38
176194730,175194013,800000.0,1.0,0.046812747,14.317728,0.0,4,255,0,5,0,0,1,1,38
177195151,176194730,800000.0,1.0,0.046928667,14.332214,0.0,4,255,0,5,0,0,1,1,38
178195673,177195151,800000.0,1.0,0.04690155,14.2610655,0.0,4,255,0,5,0,0,1,1,38
179197664,178195673,800000.0,1.0,0.046932884,14.342489,0.0,4,255,0,5,0,0,1,1,38
180197679,179197664,800000.0,1.0,0.0468906,14.320589,0.0,4,255,0,5,0,0,1,1,38
181200378,180197679,800000.0,1.0,0.046899725,14.577831,0.0,4,255,0,5,0,0,1,1,38
182200465,181200378,800000.0,1.0,0.04692464,14.328987,0.0,4,255,0,5,0,0,1,1,38
183201685,182200465,800000.0,1.0,0.04696942,14.353655,0.0,4,255,0,5,0,0,1,1,38
184201804,183201685,800000.0,1.0,0.04686867,14.313891,0.0,4,255,0,5,0,0,1,1,38
185202303,184201804,800000.0,1.0,0.04693129,14.382942,0.0,4,255,0,5,0,0,1,1,38
186205276,185202303,800000.0,1.0,0.0469356,14.334332,0.0,4,255,0,5,0,0,1,1,38
187207484,186205276,800000.0,1.0,0.04697144,14.395247,0.0,4,255,0,5,0,0,1,1,38
188207512,187207484,800000.0,1.0,0.04690726,14.431468,0.0,4,255,0,5,0,0,1,1,38
189208544,188207512,800000.0,1.0,0.04697313,14.28383,0.0,4,255,0,5,0,0,1,1,38
190209589,189208544,800000.0,1.0,0.046932228,14.21048,0.0,4,255,0,5,0,0,1,1,38
