timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
164405736,-0.06978271,0.2689106,0.50251704
164416175,-0.08356411,0.2761702,0.50271934
164426587,-0.08029041,0.250616,0.4958617
164436175,-0.08047762,0.25772998,0.4884378
164447336,-0.06307556,0.2651352,0.49513713
164456174,-0.04724799,0.25268573,0.5077382
164467335,-0.052094355,0.25475547,0.52057004
164476164,-0.064290285,0.26009095,0.5153061
164487335,-0.08338422,0.28357536,0.509853
164496175,-0.09203845,0.27809426,0.5083593
164507335,-0.086819515,0.26542643,0.51030266
164516176,-0.06977905,0.261651,0.5026622
164527335,-0.059438433,0.24713182,0.50269186
164536174,-0.05422498,0.24535334,0.50441766
164546535,-0.059073173,0.25105286,0.5171769
164556176,-0.07128373,0.2854267,0.51133245
164567336,-0.07128373,0.2854267,0.51133245
164576936,-0.07128373,0.2854267,0.51133245
164587349,-0.07128373,0.2854267,0.51133245
164596938,-0.07127184,0.26183304,0.51180416
164598536,-0.0699626,0.2615054,0.49538344
164607335,-0.06837712,0.2595813,0.48991722
164618535,-0.06827437,0.23787533,0.493992
164627353,-0.06586843,0.24749587,0.5210626
164638552,-0.07285822,0.26557204,0.5172341
164647335,-0.07798539,0.27831268,0.5189301
164658535,-0.06961015,0.29083496,0.5093604
164667335,-0.08850407,0.2817969,0.5118393
164677735,-0.0765853,0.27987278,0.5061125
164687336,-0.066336446,0.2652808,0.50250274
164697749,-0.06157636,0.25224888,0.48624924
164707336,-0.050318014,0.2384578,0.52267295
164717735,-0.051991604,0.23304951,0.52464485
164727336,-0.08160423,0.26001814,0.512101
164737735,-0.0765853,0.27987278,0.5061125
164747336,-0.085153244,0.28535387,0.5080405
164757735,-0.08328513,0.26912904,0.51378274
164778537,-0.08328513,0.26912904,0.51378274
164798540,-0.036723822,0.23831217,0.5150467
164809736,-0.061959643,0.23697056,0.5393905
164818577,-0.083468676,0.26898342,0.50650394
164828935,-0.08523953,0.27439168,0.50461876
164838535,-0.085241355,0.27802145,0.5045462
164848935,-0.09044565,0.261651,0.5031833
164858536,-0.06661176,0.2650624,0.49158463
164868935,-0.07117732,0.25646114,0.5155524
164878535,-0.057388604,0.23468238,0.5156404
164888935,-0.062326737,0.23667932,0.5248329
164898535,-0.07955989,0.25845805,0.5248317
164908935,-0.07834882,0.2707619,0.5045176
164918536,-0.07267468,0.26571766,0.5245128
164928936,-0.0660593,0.26186943,0.5134936
164938535,-0.06614924,0.25816682,0.5099267
164940176,-0.07648255,0.25816682,0.51018727
164948935,-0.0558949,0.23268546,0.50653476
164958579,-0.055666383,0.23468238,0.5155969
164960178,-0.0780552,0.23468238,0.5161615
164969736,-0.0780552,0.23468238,0.5161615
164980176,-0.0780552,0.23468238,0.5161615
164990537,-0.0780552,0.23468238,0.5161615
165000174,-0.09166953,0.27475575,0.5229895
165009735,-0.09501121,0.25304976,0.5271511
165020174,-0.08662682,0.24742307,0.5179444
165029736,-0.09202381,0.24905595,0.50893986
165040174,-0.06745025,0.24216041,0.526674
165051335,-0.07125628,0.2309798,0.512421
165060180,-0.065684885,0.24764149,0.5283414
165070577,-0.084679745,0.25667956,0.526818
165080177,-0.08123714,0.26030937,0.52665854
165091335,-0.08840132,0.26009095,0.51591414
165100175,-0.08468157,0.26030937,0.52674544
165111335,-0.07843144,0.2525401,0.5012411
165120175,-0.07339422,0.23609684,0.4959783
165131337,-0.060746748,0.24564457,0.51914895
165140175,-0.06894212,0.24052753,0.5358522
165151336,-0.07098645,0.2420876,0.52312154
165160175,-0.0863515,0.24764149,0.52886254
165171336,-0.0863515,0.24764149,0.52886254
165180936,-0.0863515,0.24764149,0.52886254
165191337,-0.0863515,0.24764149,0.52886254
165200935,-0.08635058,0.24582659,0.52889884
165202536,-0.06437473,0.24549896,0.511957
165211336,-0.06093395,0.25275853,0.511725
165220935,-0.06092572,0.23642449,0.5120516
165222536,-0.055346094,0.23675212,0.52829856
165231336,-0.06168433,0.23718898,0.55030864
165242535,-0.07461443,0.24194199,0.5159295
165251335,-0.07993247,0.26905623,0.51005644
165262535,-0.07434095,0.24579018,0.5267751
165271336,-0.08636248,0.26942027,0.5284271
165282535,-0.07284541,0.24016348,0.5177421
165291336,-0.054124057,0.22727717,0.5084199
165301735,-0.060645822,0.22756842,0.5231512
165311335,-0.053312745,0.2569708,0.54059386
165321789,-0.08449071,0.24593581,0.5343146
165331335,-0.06745757,0.25667956,0.5263837
165341735,-0.074344605,0.25304976,0.52663
165351336,-0.08821594,0.25660676,0.52326554
165362536,-0.08821594,0.25660676,0.52326554
165372176,-0.08821594,0.25660676,0.52326554
165382536,-0.08821594,0.25660676,0.52326554
165393735,-0.039617624,0.23874903,0.5369699
165402535,-0.058425277,0.24067314,0.5428704
165413735,-0.05489638,0.25526515,0.5461327
165422536,-0.062245943,0.25853086,0.52803683
165433735,-0.06921927,0.2439389,0.5248614
165442535,-0.08150697,0.24920157,0.5159581
165452935,-0.08113988,0.24949281,0.5305156
165462583,-0.06958087,0.23275827,0.51052153
165472984,-0.062326737,0.23667932,0.5248329
165482535,-0.06745757,0.25667956,0.5263837
165492935,-0.05349812,0.26045498,0.5332426
165502535,-0.077326514,0.24615423,0.545059
165512935,-0.060383316,0.2531954,0.5335614
165522536,-0.081138045,0.24586299,0.5305882
165532935,-0.06763745,0.24927437,0.5192501
165542550,-0.07320884,0.23261265,0.5033296
165552949,-0.06753104,0.22030884,0.5234701
165564176,-0.06753104,0.22030884,0.5234701
165573737,-0.06753104,0.22030884,0.5234701
165584176,-0.06753104,0.22030884,0.5234701
165593737,-0.08263357,0.2514897,0.5396213
165604176,-0.06957721,0.2254987,0.51066667
165613736,-0.07433362,0.23127103,0.5270654
165624175,-0.07099194,0.25297695,0.52290386
165633736,-0.06445004,0.21275802,0.5089707
165644175,-0.05179708,0.21141636,0.532359
165653736,-0.04827185,0.23326793,0.5354762
165664175,-0.054892723,0.24800554,0.5462778
165675335,-0.06568306,0.2440117,0.52841395
165684174,-0.06084401,0.25646114,0.5152918
165695336,-0.077234745,0.24622704,0.54869837
165704176,-0.07098645,0.2420876,0.52312154
165715335,-0.065578476,0.21867597,0.5325613
165724180,-0.06082937,0.2274228,0.51587236
165735335,-0.0651251,0.22992937,0.5505406
165744175,-0.06503882,0.24089156,0.5539623
165755343,-0.06503882,0.24089156,0.5539623
165765736,-0.06503882,0.24089156,0.5539623
165775336,-0.06503882,0.24089156,0.5539623
165784935,-0.07097913,0.22756842,0.5234118
165795335,-0.072739,0.21119794,0.521962
165804936,-0.07278763,0.21660623,0.5200335
165806536,-0.067620985,0.21660623,0.51990324
165815336,-0.053380728,0.2097107,0.5378979
165824935,-0.053339414,0.21882159,0.5395362
165826571,-0.06539493,0.21882159,0.53984016
165835336,-0.055078097,0.2514897,0.5389264
165844936,-0.055070776,0.23697056,0.53921676
165846535,-0.055713184,0.2364609,0.513741
165855338,-0.06390672,0.22771403,0.53051674
165866535,-0.091564946,0.24942,0.5271368
165875336,-0.07778538,0.24579018,0.52686197
165886535,-0.067351155,0.22771403,0.53060365
165895336,-0.06371586,0.21334049,0.5380858
165906535,-0.0634442,0.2208185,0.5488589
165915336,-0.06697674,0.2134861,0.5454516
165926535,-0.081231646,0.24942,0.5268762
165935340,-0.077326514,0.24615423,0.545059
165946536,-0.077326514,0.24615423,0.545059
165956176,-0.077326514,0.24615423,0.545059
165966577,-0.077326514,0.24615423,0.545059
165977773,-0.070784606,0.20593527,0.53112596
165986536,-0.056916934,0.2096379,0.5343454
165997735,-0.056742538,0.22793245,0.54126126
166006535,-0.06364238,0.24971123,0.54099953
166017735,-0.07954525,0.22941971,0.5254123
166026546,-0.09500023,0.23127103,0.5275865
166037735,-0.085791714,0.22992937,0.55106175
166046536,-0.07432813,0.22038165,0.5272831
166057735,-0.05757032,0.230907,0.5084342
166066535,-0.060186964,0.22793245,0.5413481
166076937,-0.06334877,0.21363173,0.5526434
166086535,-0.070250444,0.23904027,0.5523092
166096935,-0.0793672,0.24045472,0.5324733
166106535,-0.07238838,0.24415731,0.53586644
166116935,-0.084665105,0.22764122,0.5273985
166126535,-0.074432716,0.24571738,0.52313584
166137736,-0.074432716,0.24571738,0.52313584
166157736,-0.074432716,0.24571738,0.52313584
166168935,-0.08224818,0.21548302,0.5549046
166177735,-0.08625607,0.24045472,0.532647
166188175,-0.089331575,0.23711617,0.5473641
166197739,-0.08597526,0.22978376,0.543783
166208180,-0.07582001,0.21874878,0.53646135
166217736,-0.076098986,0.22578993,0.525398
166228175,-0.06549585,0.23689774,0.53583795
166237735,-0.056735218,0.2134133,0.54155153
166248175,-0.06530681,0.22615398,0.5433344
166257736,-0.051714458,0.22963814,0.53563565
166268175,-0.06699687,0.25341383,0.54465336
166277742,-0.06735847,0.24223322,0.5303134
166288175,-0.08085175,0.22430266,0.5419418
166297736,-0.089968495,0.22571713,0.522106
166308150,-0.071067244,0.22023603,0.5199175
166319336,-0.060366847,0.22052728,0.5342145
166328950,-0.060366847,0.22052728,0.5342145
166339336,-0.060366847,0.22052728,0.5342145
166348936,-0.060366847,0.22052728,0.5342145
166359336,-0.073968366,0.23519205,0.5415504
166368936,-0.084483385,0.23141664,0.53460485
166379335,-0.09155946,0.2385306,0.52735454
166388935,-0.074335456,0.2349008,0.5269928
166399335,-0.05692059,0.21689746,0.53420025
166408936,-0.06716395,0.22060008,0.5380276
166419335,-0.066984065,0.22800528,0.5451613
166430536,-0.077317365,0.22800528,0.54542184
166439336,-0.086261556,0.25134408,0.5324293
166448935,-0.086614005,0.22201452,0.5184524
166450536,-0.096947305,0.22201452,0.518713
166459336,-0.077317365,0.22800528,0.54542184
166468936,-0.07731462,0.22256058,0.54553074
166470586,-0.07944982,0.22223294,0.52919686
166479336,-0.06408112,0.20941946,0.52360094
166490535,-0.07210208,0.22259699,0.5472201
166499336,-0.058138978,0.21911283,0.55422395
166510535,-0.07695393,0.2355561,0.5598342
166520936,-0.07695393,0.2355561,0.5598342
166530536,-0.07695393,0.2355561,0.5598342
166540175,-0.08067004,0.22807808,0.549148
166550535,-0.07758536,0.21326768,0.5347939
166561735,-0.07990685,0.21823911,0.5110724
166570536,-0.06576202,0.21853036,0.52528256
166581736,-0.06408112,0.20941946,0.52360094
166590536,-0.06652154,0.22110975,0.5635034
166601735,-0.06875858,0.24067314,0.543131
166610556,-0.07573006,0.22245136,0.5400282
166621735,-0.07786983,0.23119822,0.52351296
166630536,-0.079635195,0.22571713,0.52184546
166641735,-0.07302896,0.24001786,0.51046324
166650536,-0.072918884,0.20379274,0.5148284
166661735,-0.049846344,0.2134133,0.5413778
166670537,-0.05674071,0.22430266,0.54133385
166681735,-0.062231302,0.22949253,0.52861744
166690536,-0.057201397,0.22756842,0.5230644
166701735,-0.07397568,0.24971123,0.5412601
166711336,-0.07397568,0.24971123,0.5412601
166721736,-0.07397568,0.24971123,0.5412601
166732935,-0.06957172,0.21460932,0.5108844
166741735,-0.08066271,0.21355893,0.5494383
166752935,-0.058416124,0.22252418,0.5432333
166761736,-0.06856588,0.2226698,0.5507726
166772935,-0.07405831,0.23148946,0.5379836
166781736,-0.07256277,0.22586274,0.5289505
166792935,-0.07080108,0.23860341,0.5304728
166801736,-0.07600904,0.22949253,0.5289649
166812145,-0.06948543,0.22557151,0.5143061
166821737,-0.06919914,0.20401116,0.5256597
166832174,-0.046313796,0.2207457,0.54478526
166841751,-0.0636314,0.22793245,0.54143494
166852180,-0.08420258,0.2207457,0.5457407
166861735,-0.07583282,0.24415731,0.53595334
166872173,-0.0963985,0.22608118,0.54047674
166881736,-0.08997215,0.2329767,0.52196085
166892174,-0.08996666,0.22208732,0.5221786
166912936,-0.08996666,0.22208732,0.5221786
166924164,-0.058775894,0.20771378,0.52896595
166932936,-0.07088553,0.22401144,0.5271237
166943335,-0.0776808,0.22045445,0.5310093
166952949,-0.08457516,0.23134384,0.5309654
166963335,-0.0981657,0.22422986,0.5387367
166972936,-0.09825564,0.22052728,0.5351699
166983335,-0.07151696,0.20172302,0.50208336
166992936,-0.079996794,0.21453652,0.50750566
167003335,-0.0657547,0.20401116,0.52557284
167012935,-0.07041386,0.19896692,0.54582876
167023335,-0.0755392,0.20807783,0.5475973
167032936,-0.093143106,0.23682493,0.53289336
167043335,-0.095077366,0.20215988,0.5245278
167052940,-0.08670212,0.21468213,0.51495814
167063336,-0.08649845,0.17490003,0.52303517
167072935,-0.08677925,0.18557097,0.51189923
167083335,-0.06583549,0.1821596,0.5223689
167094536,-0.06583549,0.1821596,0.5223689
167104184,-0.06583549,0.1821596,0.5223689
167114576,-0.086423144,0.20764098,0.5260214
167124176,-0.11202423,0.2023783,0.5358802
167134535,-0.08316407,0.21112514,0.51858324
167144146,-0.08874095,0.2053528,0.50244504
167154536,-0.10940574,0.20172302,0.50303876
167164176,-0.08500657,0.17653288,0.513857
167174535,-0.09320926,0.18593502,0.53027
167184175,-0.089766644,0.1895648,0.5301105
167194536,-0.08456601,0.21319488,0.5313282
167205735,-0.11397861,0.20764098,0.5267163
167214536,-0.1190067,0.20593527,0.53234196
167225736,-0.09870535,0.20201425,0.5173358
167234536,-0.10409503,0.18912795,0.5086216
167245735,-0.09403521,0.18527974,0.4975154
167254571,-0.08472577,0.16586193,0.52499294
167265735,-0.091447555,0.19867569,0.5317922
167274535,-0.095077366,0.20215988,0.5245278
167285736,-0.095077366,0.20215988,0.5245278
167295336,-0.095077366,0.20215988,0.5245278
167296176,-0.095077366,0.20215988,0.5245278
167305736,-0.11759928,0.19297616,0.51981467
167315335,-0.117876425,0.19638754,0.5088239
167316176,-0.104098685,0.19638754,0.50847644
167325737,-0.09524993,0.1802355,0.51768434
167335336,-0.09524901,0.1784206,0.51772064
167336935,-0.08342293,0.17823859,0.5083182
167345736,-0.078306735,0.18727665,0.5061867
167355335,-0.07831131,0.19635114,0.5060053
167356936,-0.07943701,0.1968244,0.5297048
167365736,-0.11248126,0.19838445,0.5177558
167376935,-0.114334725,0.18557097,0.5125941
167385736,-0.12300908,0.22001761,0.5103021
167396937,-0.112837374,0.17631446,0.5036336
167405735,-0.11461004,0.18535255,0.50167596
167416936,-0.09394344,0.18535255,0.50115484
167425736,-0.09181282,0.19475466,0.5173072
167436174,-0.097119875,0.20009014,0.51186955
167445748,-0.10940574,0.20172302,0.50303876
167456174,-0.12830698,0.20720412,0.5052273
167465736,-0.109501176,0.2089098,0.4992543
167476936,-0.109501176,0.2089098,0.4992543
167496936,-0.1010195,0.1924665,0.49390462
167508174,-0.08901444,0.2015046,0.4915995
167516936,-0.10763123,0.18905513,0.50506896
167528177,-0.11461919,0.20350151,0.5013131
167536936,-0.13016412,0.20165022,0.49992058
167548175,-0.11638821,0.20527999,0.49950057
167556936,-0.118340775,0.20691288,0.49040923
167567335,-0.12391582,0.19751075,0.47434366
167576936,-0.108457185,0.18839985,0.4723145
167587335,-0.08928793,0.19765636,0.4807539
167596936,-0.078576565,0.17616884,0.4954863
167607336,-0.1064165,0.19409938,0.48490012
167616936,-0.09105695,0.19943485,0.47894135
167627335,-0.11358985,0.21202993,0.4737928
167636936,-0.11693702,0.20121336,0.47773674
167647335,-0.11349442,0.20484313,0.4775773
167668175,-0.11349442,0.20484313,0.4775773
167688175,-0.101114936,0.19965328,0.49012008
167698535,-0.10651376,0.20491594,0.48104304
167708175,-0.11042439,0.21907109,0.4626426
167718535,-0.10493378,0.21388124,0.47535905
167728176,-0.1186161,0.20669445,0.47949106
167738535,-0.122150466,0.20299184,0.47601107
167748175,-0.11404322,0.2007765,0.45581356
167758571,-0.098670855,0.18070342,0.45036277
167768175,-0.097481474,0.18890952,0.49752972
167778552,-0.095903315,0.2015046,0.4917732
167788175,-0.111361966,0.21061547,0.49380234
167798535,-0.11163911,0.21402685,0.4828115
167808185,-0.11013992,0.20114055,0.47392365
167818536,-0.10864439,0.19551384,0.46489063
167829736,-0.10167106,0.2101058,0.468066
