timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,is_powering_off,warning
175365579,11.892988,12.16096,0.09545389,0.42326576,0.0,15.032472,1.0,1.0,0.0,3,0,0,0,0,0,1,1,0,0,0
175871967,12.295587,12.179746,0.5980078,0.47672313,0.0,15.100505,1.0,1.0,0.0,3,0,0,0,0,0,1,1,0,0,0
176366384,12.056204,12.200712,0.4723693,0.54244125,0.0,15.182819,1.0,1.0,0.0,3,0,0,0,0,0,1,1,0,0,0
176874377,12.186776,12.137036,0.6294174,0.35193074,0.0,15.20997,1.0,1.0,0.0,3,0,0,0,0,0,1,1,0,0,0
177368773,12.295587,12.181579,0.6294174,0.48429295,0.0,15.290475,1.0,1.0,0.0,3,0,0,0,0,0,1,1,0,0,0
177875171,12.154134,12.203605,0.53518856,0.5620685,0.0,15.378282,1.0,1.0,0.0,3,0,0,0,0,0,1,1,0,0,0
178369578,12.045322,12.119459,0.22109237,0.31169865,0.0,15.395544,1.0,1.0,0.0,3,0,0,0,0,0,1,1,0,0,0
178876777,12.208539,12.155569,0.660827,0.43610764,0.0,15.466011,1.0,1.0,0.0,3,0,0,0,0,0,1,1,0,0,0
179371195,12.295587,12.19559,0.6294174,0.5273377,0.0,15.548678,1.0,1.0,0.0,3,0,0,0,0,0,1,1,0,0,0
179877572,12.252063,12.222488,0.50377893,0.56488043,0.0,15.632577,1.0,1.0,0.0,3,0,0,0,0,0,1,1,0,0,0
180371967,12.262944,12.236287,0.69223666,0.58565795,0.0,15.715114,1.0,1.0,0.0,3,0,0,0,0,0,1,1,0,0,0
180879967,11.9256315,12.19768,0.252502,0.5213421,0.0,15.786384,1.0,1.0,0.0,3,0,0,0,0,0,1,1,0,0,0
181374374,12.088847,12.1090145,0.34673083,0.3146783,0.0,15.806042,1.0,1.0,0.0,3,0,0,0,0,0,1,1,0,0,0
181881582,12.262944,12.126309,0.53518856,0.4466463,0.0,15.880572,1.0,1.0,0.0,3,0,0,0,0,0,1,1,0,0,0
182375977,12.262944,12.174415,0.4409597,0.5353844,0.0,15.963362,1.0,1.0,0.0,3,0,0,0,0,0,1,1,0,0,0
182882379,12.252063,12.205394,0.660827,0.5719026,0.0,16.04845,1.0,1.0,0.0,3,0,0,0,0,0,1,1,0,0,0
183377567,11.990917,12.1311655,0.2839116,0.3237676,0.0,16.068295,1.0,1.0,0.0,3,0,0,0,0,0,1,1,0,0,0
183885582,12.284706,12.171593,0.6294174,0.48021868,0.0,16.15219,1.0,1.0,0.0,3,0,0,0,0,0,1,1,0,0,0
184380777,12.154134,12.19817,0.40955007,0.53164303,0.0,16.232992,1.0,1.0,0.0,3,0,0,0,0,0,1,1,0,0,0
184887969,12.241181,12.139594,0.7236462,0.39309084,0.0,16.26736,1.0,1.0,0.0,3,0,0,0,0,0,1,1,0,0,0
185382374,12.295587,12.181752,0.5980078,0.5137161,0.0,16.35041,1.0,1.0,0.0,3,0,0,0,0,0,1,1,0,0,0
185890386,12.143252,12.149994,0.53518856,0.41367063,0.0,16.399763,1.0,1.0,0.0,3,0,0,0,0,0,1,1,0,0,0
186385576,12.241181,12.187309,0.5980078,0.517915,0.0,16.482424,1.0,1.0,0.0,3,0,0,0,0,0,1,1,0,0,0
186892798,12.197658,12.171385,0.53518856,0.46990386,0.0,16.536926,1.0,1.0,0.0,3,0,0,0,0,0,1,1,0,0,0
187387182,12.273825,12.16444,0.5980078,0.42029807,0.0,16.590122,1.0,1.0,0.0,3,0,0,0,0,0,1,1,0,0,0
187893581,12.165014,12.15616,0.50377893,0.33144405,0.0,16.634869,1.0,1.0,0.0,3,0,0,0,0,0,1,1,0,0,0
188388792,12.197658,12.193449,0.252502,0.42425907,0.0,16.704163,1.0,1.0,0.0,3,0,0,0,0,0,1,1,0,0,0
188897582,12.306468,12.177011,0.5980078,0.37720862,0.0,16.746252,1.0,1.0,0.0,3,0,0,0,0,0,1,1,0,0,0
189391968,12.132371,12.154695,0.3153212,0.29093945,0.0,16.783401,1.0,1.0,0.0,3,0,0,0,0,0,1,1,0,0,0
189899220,12.273825,12.195781,0.53518856,0.4109323,0.0,16.853832,1.0,1.0,0.0,3,0,0,0,0,0,1,1,0,0,0
