timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,type,system_id,component_id,mode,flow_control,forwarding,mavlink_v2,ftp,streams
13988455,0,1000.0,0.28692847,0.0,0.9425742,0.04752475,0,0,0,3,0,0,0,0,17
14998346,0,1000.0,0.20954624,0.0,0.6188487,0.0,0,0,0,3,0,0,0,0,17
16000443,0,1000.0,0.20954624,0.0,0.52690166,0.0,0,0,0,3,0,0,0,0,17
17003867,0,1000.0,0.20954624,0.0,0.5229358,0.0,0,0,0,3,0,0,0,0,17
18017268,0,1000.0,0.20954624,0.0,0.6831793,0.0,0,0,0,3,0,0,0,0,17
19022420,0,1000.0,0.20954624,0.0,0.52922946,0.0,0,0,0,3,0,0,0,0,17
20026056,0,1000.0,0.20954624,0.0,0.5224327,0.0,0,0,0,3,0,0,0,0,17
21034652,0,1000.0,0.20954624,0.0,0.4914628,0.0,0,0,0,3,0,0,0,0,17
22039228,0,1000.0,0.20954624,0.0,0.6818797,0.0,0,0,0,3,0,0,0,0,17
23039891,0,1000.0,0.20954624,0.0,0.5316884,0.0,0,0,0,3,0,0,0,0,17
24040521,0,1000.0,0.20954624,0.0,0.52362925,0.0,0,0,0,3,0,0,0,0,17
25051354,0,1000.0,0.20954624,0.0,0.49071014,0.0,0,0,0,3,0,0,0,0,17
