timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
14179248,-0.00018932973,0.0038506202,0.0022776043,0.63614553,-0.0026167256,-0.007908131,-0.7715242,-0.98035663,-0.0026255155,-0.002538227,-0.19719897,2
14211225,-0.0027943428,-0.0026683663,0.0005209185,0.63615805,-0.0026536041,-0.007912692,-0.77151376,-0.98035663,-0.0026255155,-0.002538227,-0.19719897,2
14244025,0.00054619694,-0.0030277292,-0.0015463296,0.6359425,-0.0026533087,-0.007871593,-0.7716917,-0.98035663,-0.0026255155,-0.002538227,-0.19719897,2
14275999,-0.0014587941,0.003265968,-0.000875243,0.63564235,-0.002666985,-0.007853935,-0.7719391,-0.98035663,-0.0026255155,-0.002538227,-0.19719897,2
14308010,0.00016613165,-0.0014167246,-0.00092577515,0.6354509,-0.0026874614,-0.007833831,-0.77209693,-0.98035663,-0.0026255155,-0.002538227,-0.19719897,2
14336019,-0.0010499265,-0.0018715248,-0.0015990674,0.6352878,-0.0026806877,-0.007826691,-0.77223116,-0.98035663,-0.0026255155,-0.002538227,-0.19719897,2
14367999,-0.0004892148,0.00069389865,-0.0014148697,0.6351971,-0.0026814204,-0.007809296,-0.77230597,-0.98035663,-0.0026255155,-0.002538227,-0.19719897,2
14400016,0.0012385966,0.00040214136,7.327832e-05,0.63509095,-0.0026908072,-0.0078048506,-0.7723932,-0.98035663,-0.0026255155,-0.002538227,-0.19719897,2
14432810,-0.00040205708,-0.0010234141,-0.0020372893,0.6351479,-0.0026816619,-0.007788636,-0.77234656,-0.98035663,-0.0026255155,-0.002538227,-0.19719897,2
14464837,-0.0005454159,0.0006692312,-0.0026957716,0.6349368,-0.0026840044,-0.0077781347,-0.7725203,-0.98035663,-0.0026255155,-0.002538227,-0.19719897,2
14496815,0.0009516608,0.0015273108,-0.0023125217,0.6346943,-0.002695222,-0.007762734,-0.7727197,-0.98035663,-0.0026255155,-0.002538227,-0.19719897,2
14528806,0.00010355562,-0.0025189435,-0.0021053571,0.634503,-0.0027161129,-0.007758829,-0.77287674,-0.98035663,-0.0026255155,-0.002538227,-0.19719897,2
14560807,-0.0014832872,-0.00039060134,-0.0022883257,0.6344234,-0.0027101259,-0.0077470457,-0.7729422,-0.98035663,-0.0026255155,-0.002538227,-0.19719897,2
14593630,0.00037676515,0.00081423717,-0.0006514813,0.6344453,-0.0027223208,-0.0077439593,-0.7729243,-0.98035663,-0.0026255155,-0.002538227,-0.19719897,2
14625622,-0.00026992057,-0.0010021357,-0.00077193044,0.63454556,-0.002726162,-0.0077354154,-0.772842,-0.98035663,-0.0026255155,-0.002538227,-0.19719897,2
14657601,-0.0002987422,0.00014556851,-0.0016281605,0.6347872,-0.0027144256,-0.007732526,-0.7726435,-0.98035663,-0.0026255155,-0.002538227,-0.19719897,2
14689623,-6.3529704e-05,0.00058907364,-0.00061940076,0.6351342,-0.0027102886,-0.007735191,-0.7723583,-0.98035663,-0.0026255155,-0.002538227,-0.19719897,2
14717611,0.00047744275,-0.00046649808,-0.00026056636,0.6353533,-0.0027024178,-0.007729658,-0.7721782,-0.98035663,-0.0026255155,-0.002538227,-0.19719897,2
14750419,-0.0015147643,-0.00041017588,-0.0028881181,0.63542,-0.0027030369,-0.007710932,-0.7721235,-0.98035663,-0.0026255155,-0.002538227,-0.19719897,2
14782466,-0.0013725216,0.0006770431,-0.002224242,0.63551414,-0.0027047445,-0.0077102613,-0.772046,-0.98035663,-0.0026255155,-0.002538227,-0.19719897,2
14814403,-0.00041385042,0.0004632892,-0.0019039253,0.63561285,-0.0027273893,-0.0077081583,-0.7719647,-0.98035663,-0.0026255155,-0.002538227,-0.19719897,2
14846455,-5.4714736e-05,-0.0010100715,-0.0006975699,0.6357875,-0.0027144894,-0.0076964837,-0.771821,-0.98035663,-0.0026255155,-0.002538227,-0.19719897,2
14878414,0.00016658125,0.0017642695,-0.0005102614,0.636022,-0.002700553,-0.0077012167,-0.7716279,-0.98035663,-0.0026255155,-0.002538227,-0.19719897,2
14908024,0.00017966842,-5.756272e-05,-0.0008130702,0.63631845,-0.0026856705,-0.007712015,-0.7713832,-0.98035663,-0.0026255155,-0.002538227,-0.19719897,2
14940003,5.346234e-05,-0.0007900889,-0.000977638,0.636625,-0.00267516,-0.007711199,-0.77113044,-0.98035663,-0.0026255155,-0.002538227,-0.19719897,2
