timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
13960072,0.062427353,0.010007737,0.0
24974634,0.05965528,0.010076894,0.0
25180889,0.06755209,0.010044334,0.0
25381245,0.058059856,0.0102240415,0.0
25582067,0.06061597,0.010581089,0.0
25784167,0.05850247,0.00993454,0.0
