timestamp,load,ram_usage
13303608,0.447952,0.7932481
14306797,0.517338,0.8570462
15307396,0.494686,0.8570462
16307650,0.497119,0.8570462
17308580,0.495562,0.8552872
18309600,0.496073,0.8552872
19310815,0.495781,0.8552872
20312061,0.496251,0.85467833
21312360,0.490755,0.8570462
22313559,0.489442,0.8570462
23314771,0.496256,0.8570462
24315404,0.497847,0.8570462
25329261,0.516813,0.8552872
