timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,type,system_id,component_id,mode,flow_control,forwarding,mavlink_v2,ftp,streams
13963508,0,1200.0,0.56830907,0.0,0.95798546,0.0,0,0,0,0,0,1,0,0,33
14970488,0,1200.0,0.35327327,0.0,0.70397013,0.0,0,0,0,0,0,1,0,0,33
15976474,0,1200.0,0.35327327,0.0,0.5516948,0.0,0,0,0,0,0,1,0,0,33
16980270,0,1200.0,0.35327327,0.0,0.63662916,0.0,0,0,0,0,0,1,0,0,33
17983710,0,1200.0,0.35327327,0.0,0.6069854,0.0,0,0,0,0,0,1,0,0,33
18988575,0,1200.0,0.35327327,0.0,0.40694004,0.0,0,0,0,0,0,1,0,0,33
19992503,0,1200.0,0.35327327,0.0,0.70622593,0.0,0,0,0,0,0,1,0,0,33
21001865,0,1200.0,0.35327327,0.0,0.48053914,0.0,0,0,0,0,0,1,0,0,33
22008526,0,1200.0,0.35327327,0.0,0.6009496,0.0,0,0,0,0,0,1,0,0,33
23016536,0,1200.0,0.35327327,0.0,0.53109586,0.0,0,0,0,0,0,1,0,0,33
24017580,0,1200.0,0.35327327,0.0,0.67190677,0.0,0,0,0,0,0,1,0,0,33
25023956,0,1200.0,0.35327327,0.0,0.4462174,0.0,0,0,0,0,0,1,0,0,33
