timestamp,alt_max,landed,freefall,ground_contact,maybe_landed
13273394,inf,1,0,0,0
14276401,inf,1,0,0,0
15281404,inf,1,0,0,0
16288398,inf,1,0,0,0
17298398,inf,1,0,0,0
18306716,inf,1,0,0,0
19317398,inf,1,0,0,0
20323494,inf,1,0,0,0
21329542,inf,1,0,0,0
22335414,inf,1,0,0,0
23343453,inf,1,0,0,0
24356398,inf,1,0,0,0
25363453,inf,1,0,0,0
