timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,type,system_id,component_id,mode,flow_control,forwarding,mavlink_v2,ftp,streams
31449469,0,1200.0,0.35327327,0.0,0.5506739,0.0,0,0,0,0,0,1,0,0,33
32458942,0,1200.0,0.35327327,0.0,0.72444445,0.0,0,0,0,0,0,1,0,0,33
33464131,0,1200.0,0.35327327,0.0,0.46062225,0.0,0,0,0,0,0,1,0,0,33
34467524,0,1200.0,0.35327327,0.0,0.552905,0.0,0,0,0,0,0,1,0,0,33
35475954,0,1200.0,0.35327327,0.0,0.63364947,0.0,0,0,0,0,0,1,0,0,33
36476598,0,1200.0,0.35327327,0.0,0.5186442,0.0,0,0,0,0,0,1,0,0,33
37481469,0,1200.0,0.35327327,0.0,0.4348821,0.0,0,0,0,0,0,1,0,0,33
38490535,0,1200.0,0.35327327,0.0,0.7105587,0.0,0,0,0,0,0,1,0,0,33
39498469,0,1200.0,0.35327327,0.0,0.56253624,0.0,0,0,0,0,0,1,0,0,33
40505289,0,1200.0,0.35327327,0.0,0.55136263,0.0,0,0,0,0,0,1,0,0,33
41513738,0,1200.0,0.35327327,0.0,0.6058268,0.0,0,0,0,0,0,1,0,0,33
42521527,0,1200.0,0.35327327,0.0,0.48912755,0.0,0,0,0,0,0,1,0,0,33
43530515,0,1200.0,0.35327327,0.0,0.64123523,0.0,0,0,0,0,0,1,0,0,33
44539003,0,1200.0,0.35327327,0.0,0.63236785,0.0,0,0,0,0,0,1,0,0,33
45546607,0,1200.0,0.35327327,0.0,0.48078588,0.0,0,0,0,0,0,1,0,0,33
46553409,0,1200.0,0.35327327,0.0,0.6646643,0.0,0,0,0,0,0,1,0,0,33
47558772,0,1200.0,0.35327327,0.0,0.51621294,0.0,0,0,0,0,0,1,0,0,33
48564664,0,1200.0,0.35327327,0.0,0.48204264,0.0,0,0,0,0,0,1,0,0,33
49566540,0,1200.0,0.35327327,0.0,0.707671,0.0,0,0,0,0,0,1,0,0,33
50574377,0,1200.0,0.35327327,0.0,0.5351788,0.0,0,0,0,0,0,1,0,0,33
51580512,0,1200.0,0.35327327,0.0,0.5036582,0.0,0,0,0,0,0,1,0,0,33
52584800,0,1200.0,0.35327327,0.0,0.63019997,0.0,0,0,0,0,0,1,0,0,33
54599768,0,1200.0,0.35327327,0.0,0.50782675,0.0,0,0,0,0,0,1,0,0,33
55599935,0,1200.0,0.35327327,0.0,0.50782675,0.0,0,0,0,0,0,1,0,0,33
56605551,0,1200.0,0.35327327,0.0,0.6347546,0.0,0,0,0,0,0,1,0,0,33
57605735,0,1200.0,0.35327327,0.0,0.56369615,0.0,0,0,0,0,0,1,0,0,33
