timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
31659135,0,-0.026448172,-0.053135104,0.00069181167,0.0,0.0,0.0,0.0,0.0
31792999,0,-0.027050428,-0.052696157,0.001413507,0.0,0.0,0.0,0.0,0.0
31894282,0,-0.027700745,-0.052456334,0.0018479669,0.0,0.0,0.0,0.0,0.0
31995372,0,-0.02818602,-0.052659854,0.0021573014,0.0,0.0,0.0,0.0,0.0
32097518,0,-0.02877151,-0.05232252,0.002547139,0.0,0.0,0.0,0.0,0.0
32198724,0,-0.029336752,-0.052280422,0.003015668,0.0,0.0,0.0,0.0,0.0
32299086,0,-0.02975767,-0.05221701,0.0034933293,0.0,0.0,0.0,0.0,0.0
32399492,0,-0.030430958,-0.052083846,0.0039958428,0.0,0.0,0.0,0.0,0.0
32499889,0,-0.030951029,-0.05159631,0.0044137505,0.0,0.0,0.0,0.0,0.0
32603908,0,-0.031336155,-0.05176424,0.004749881,0.0,0.0,0.0,0.0,0.0
32706309,0,-0.031751033,-0.051775508,0.005314553,0.0,0.0,0.0,0.0,0.0
32804784,0,-0.032259386,-0.051649086,0.006148339,0.019723866,0.0,0.0,0.0,0.0
32907477,0,-0.032787763,-0.05141751,0.007040132,0.03254438,0.0,0.0,0.0,0.0
33008027,0,-0.02616074,-0.059689384,0.01587759,0.052268244,0.0,0.0,0.0,0.0
33111923,0,-0.03364468,-0.05123325,0.010096003,0.06015779,0.0,0.0,0.0,0.0
33212978,0,-0.033995945,-0.04894944,0.008933912,0.06213018,0.0,0.0,0.0,0.0
33312707,0,-0.03413879,-0.0489514,0.010597892,0.07593688,0.0,0.0,0.0,0.0
33414560,0,-0.030399399,-0.050294645,0.012007158,0.07790927,0.0,0.0,0.0,0.0
33514290,0,-0.0317697,-0.05108574,0.013069872,0.07790927,0.0,0.0,0.0,0.0
33619916,0,-0.03021701,-0.050077014,0.013684225,0.078895465,0.0,0.0,0.0,0.0
33720973,0,-0.029267838,-0.047887094,0.01445018,0.078895465,0.0,0.0,0.0,0.0
33820786,0,-0.029476956,-0.04802506,0.01562285,0.078895465,0.0,0.0,0.0,0.0
33921969,0,-0.027840368,-0.046480566,0.016860409,0.078895465,0.0,0.0,0.0,0.0
34025751,0,-0.038910013,-0.054190144,0.01846879,0.078895465,0.0,0.0,0.0,0.0
34126330,0,-0.038962394,-0.048463523,0.020609815,0.078895465,0.0,0.0,0.0,0.0
34227910,0,-0.03551987,-0.0459945,0.021820776,0.078895465,0.0,0.0,0.0,0.0
34328113,0,-0.032341424,-0.045908436,0.022607611,0.078895465,0.0,0.0,0.0,0.0
34431876,0,-0.040226605,-0.05075713,0.024198681,0.08678501,0.0,0.0,0.0,0.0
34528669,0,-0.039892573,-0.048423752,0.02529164,0.088757396,0.0,0.0,0.0,0.0
34632702,0,-0.041314937,-0.051975172,0.026195662,0.088757396,0.0,0.0,0.0,0.0
34729515,0,-0.04451307,-0.050417412,0.027894251,0.088757396,0.0,0.0,0.0,0.0
34833595,0,-0.056437206,-0.05341479,0.029392345,0.10749507,0.0,0.0,0.0,0.0
34939111,0,-0.03716287,-0.04915847,0.03000986,0.14299802,0.0,0.0,0.0,0.0
35040660,0,-0.037709463,-0.048264902,0.031987045,0.15088758,0.0,0.0,0.0,0.0
35139944,0,-0.04018828,-0.051678557,0.034170147,0.15088758,0.0,0.0,0.0,0.0
35241155,0,-0.045084745,-0.054797247,0.03668738,0.15088758,0.0,0.0,0.0,0.0
35340745,0,-0.0368923,-0.05044013,0.03777648,0.15088758,0.0,0.0,0.0,0.0
35445582,0,-0.0392262,-0.050229322,0.038804796,0.15088758,0.0,0.0,0.0,0.0
35547354,0,-0.022262216,-0.034755707,0.040901016,0.15088758,0.0,0.0,0.0,0.0
35646396,0,-0.031731967,-0.042746518,0.04439757,0.15088758,0.0,0.0,0.0,0.0
35750286,0,-0.047828265,-0.06236183,0.047030184,0.17455621,0.0,0.0,0.0,0.0
35855200,0,-0.041888796,-0.052824162,0.051999032,0.21203156,0.0,0.0,0.0,0.0
35955946,0,-0.042632204,-0.06604734,0.05542531,0.21400395,0.0,0.0,0.0,0.0
36055905,0,-0.01579276,-0.026457122,0.052081823,0.21499014,0.0,0.0,0.0,0.0
36159915,0,-0.018061846,-0.026686486,0.05628366,0.21499014,0.0,0.0,0.0,0.0
36262389,0,-0.029328743,-0.032718867,0.06498844,0.22386588,0.0,0.0,0.0,0.0
36361537,0,-0.04031885,-0.05451247,0.067536086,0.2514793,0.0,0.0,0.0,0.0
36462727,0,-0.02394161,-0.029965809,0.07053799,0.2514793,0.0,0.0,0.0,0.0
36566538,0,-0.00036084585,0.0014425244,0.074494034,0.2524655,0.0,0.0,0.0,0.0
36667179,0,-0.024389923,-0.032773003,0.08082013,0.2613412,0.0,0.0,0.0,0.0
36767790,0,-0.009632099,-0.02794323,0.08878638,0.2790927,0.0,0.0,0.0,0.0
36867888,0,-0.012802507,-0.02055173,0.09065545,0.28796843,0.0,0.0,0.0,0.0
36972142,0,0.0049326625,0.0029576977,0.09602228,0.29684418,0.0,0.0,0.0,0.0
37076772,0,0.011022811,-0.024567772,0.10143181,0.31459567,0.0,0.0,0.0,0.0
37177024,0,0.03044031,-0.010656987,0.10879053,0.31558186,0.0,0.0,0.0,0.0
37277775,0,0.017183105,0.04693485,0.11360737,0.32544377,0.0,0.0,0.0,0.0
37381524,0,0.015375975,0.021277452,0.12123801,0.32840237,0.0,0.0,0.0,0.0
37482545,0,0.03975108,-0.0039419965,0.12755334,0.3362919,0.0,0.0,0.0,0.0
37582448,0,0.023634944,0.010487651,0.13158405,0.3372781,0.0,0.0,0.0,0.0
37683847,0,0.045687888,0.022962444,0.1340641,0.34911242,0.0,0.0,0.0,0.0
37788157,0,0.056051835,0.080889866,0.1403743,0.35897437,0.0,0.0,0.0,0.0
37887995,0,0.07829362,0.05318478,0.13945729,0.37475345,0.0,0.0,0.0,0.0
37988760,0,0.06433977,0.055128142,0.14109232,0.3846154,0.0,0.0,0.0,0.0
38088689,0,0.058790576,0.04813145,0.14489363,0.3846154,0.0,0.0,0.0,0.0
38192795,0,0.0778583,0.025200082,0.14396459,0.3846154,0.0,0.0,0.0,0.0
38294276,0,0.075056784,0.022556048,0.14476922,0.38560158,0.0,0.0,0.0,0.0
38393526,0,0.09479785,0.02144968,0.14504386,0.3954635,0.0,0.0,0.0,0.0
38498456,0,0.20999785,0.044256505,0.14222425,0.4122288,0.0,0.0,0.0,0.0
38598786,0,0.10854199,0.03143971,0.12670523,0.41420117,0.0,0.0,0.0,0.0
38699145,0,0.07923405,0.05685561,0.118560985,0.4151874,0.0,0.0,0.0,0.0
